Players;Values;POS;Team;ID;Num
Anton Kralj;0,35;Left-Back;Degerfors If;322071;17
Yukiya Sugita;0,35;Left Winger;Ik Sirius;290914;10
Tobias Carlsson;0,35;Centre-Back;Varbergs Bois;553825;20
Erik Lindell;0,35;Midfield;Degerfors If;300536;12
Freddy Winsth;0,35;Right-Back;Ifk Varnamo;116615;20
Jack Cooper-Love;0,35;Centre-Forward;If Elfsborg Boras;625002;25
Peter Makrillos;0,35;Central Midfield;Gif Sundsvall;187364;6
Nahom Girmai Netabay;0,35;Central Midfield;Kalmar Ff;255768;22
Amar Fatah;0,35;Left Winger;Aik Solna;931841;18
Ismet Lushaku;0,35;Central Midfield;Varbergs Bois;671101;17
Alexander Johansson;0,35;Midfield;Varbergs Bois;565247;16
Ola Toivonen;0,35;Midfield;Malmo Ff;36500;11
Victor Eriksson;0,35;Centre-Back;Ifk Varnamo;592084;25
Viktor Gustafson;0,35;Defensive Midfield;Mjallby Aif;501555;7
Forrest Lasso;0,325;Centre-Back;Gif Sundsvall;367070;3
Hakon Rafn Valdimarsson;0,3;Goalkeeper;If Elfsborg Boras;488935;30
Marokhy Ndione;0,3;Centre-Forward;If Elfsborg Boras;479019;-
Pontus Silfwer;0,3;Defensive Midfield;Gif Sundsvall;147532;8
Alexander Blomqvist;0,3;Centre-Back;Gif Sundsvall;223846;4
Andre Boman;0,3;Midfield;Varbergs Bois;663093;22
Filip Sachpekidis;0,3;Centre-Forward;Kalmar Ff;228253;10
Sam Johnson;0,3;Centre-Forward;Mjallby Aif;252062;50
Lasse Nielsen;0,3;Centre-Back;Malmo Ff;42913;24
Elias Olsson;0,3;Centre-Back;Kalmar Ff;673067;28
Rasmus Jonsson;0,3;Forward;Helsingborgs If;72457;10
Abdussalam Magashy;0,3;Midfield;Ifk Varnamo;604859;21
Adam Kaied;0,3;Left Winger;Helsingborgs If;579298;14
Viktor Agardius;0,3;Left-Back;Ifk Norrkoping;115733;16
Magnus Worts;0,3;Centre-Back;Mjallby Aif;345582;6
Ali Suljic;0,3;Centre-Back;Helsingborgs If;258589;23
Joseph Colley;0,3;Centre-Back;Ik Sirius;303455;4
Philip Rejnhold;0,3;Right-Back;Helsingborgs If;332069;2
Tim Bjorkstrom;0,3;Centre-Back;Ik Sirius;131051;8
Kevin Jensen;0,3;Left Winger;Kalmar Ff;521148;7
Gustav Svensson;0,3;Defensive Midfield;Ifk Goteborg;41362;13
Dennis Olsson;0,3;Midfield;Helsingborgs If;553799;20
Oliver Alfonsi;0,3;Right Winger;Varbergs Bois;881390;14
Kalle Holmberg;0,3;Centre-Forward;Djurgardens If;184744;17
Fredrik Andersson;0,3;Goalkeeper;Varbergs Bois;205700;29
Robin Soder;0,3;Forward;Ifk Goteborg;77314;-
Mathias Dyngeland;0,3;Goalkeeper;If Elfsborg Boras;228006;1
David Mitov Nilsson;0,3;Goalkeeper;Ik Sirius;100988;1
William Kenndal;0,3;Defensive Midfield;Ifk Varnamo;256432;8
Michael Baidoo;0,3;Midfield;If Elfsborg Boras;471145;13
Edi Sylisufaj;0,3;Centre-Forward;Ik Sirius;442823;29
Oscar Linner;0,3;Goalkeeper;Gif Sundsvall;366974;-
Joona Toivio;0,3;Centre-Back;Bk Hacken;37339;4
Silas Nwankwo;0,3;Centre-Forward;Mjallby Aif;740860;31
Rasmus Wiedesheim-Paul;0,3;Centre-Forward;Mjallby Aif;430977;18
Erik Sorga;0,3;Centre-Forward;Ifk Goteborg;322690;11
Leo Cornic;0,3;Midfield;Djurgardens If;501629;22
Filipp Voytekhovich;0,3;Goalkeeper;Ifk Varnamo;118054;30
David Accam;0,3;Right Winger;Hammarby If;221855;-
Wenderson;0,3;Left Winger;Ifk Varnamo;681501;18
Jon Gudni Fjoluson;0,3;Centre-Back;Hammarby If;103732;23
Soren Rieks;0,3;Left Winger;Malmo Ff;44471;5
Kristoffer Khazeni;0,3;Midfield;Ifk Norrkoping;541525;26
Sean Sabetkar;0,3;Centre-Back;Degerfors If;321994;4
Hussein Carneil;0,3;Midfield;Ifk Goteborg;765975;-
Dijan Vukojevic;0,3;Left Winger;Degerfors If;250838;10
Gustav Granath;0,3;Centre-Back;Degerfors If;501569;2
Pierre Bengtsson;0,3;Left-Back;Djurgardens If;50577;19
Kevin Wright;0,3;Left-Back;Ik Sirius;255822;21
Rasmus Orqvist;0,275;Midfield;Degerfors If;340784;16
Amane Romeo;0,25;Central Midfield;Bk Hacken;961937;-
Rasmus Lindkvist;0,25;Left-Back;Gif Sundsvall;114691;22
Yahya Kalley;0,25;Left-Back;Ifk Goteborg;593410;27
Albin Winbo;0,25;Central Midfield;Varbergs Bois;546968;6
Sebastian Eriksson;0,25;Central Midfield;Ifk Goteborg;60534;7
Victor Karlsson;0,25;Central Midfield;Varbergs Bois;501063;21
Yahav Gurfinkel;0,25;Left-Back;Ifk Norrkoping;366707;3
Patrick Nwadike;0,25;Centre-Back;Ik Sirius;435511;22
Davor Blazevic;0,25;Goalkeeper;Hammarby If;138408;25
Anders Lindegaard;0,25;Goalkeeper;Helsingborgs If;22491;1
Andreas Andersson;0,25;Goalkeeper;Gif Sundsvall;140664;1
Peter Gwargis;0,25;Left Winger;Malmo Ff;430824;-
Lucas Hagg Johansson;0,25;Goalkeeper;Kalmar Ff;205307;-
Evaldo Netinho;0,25;Right-Back;Ifk Varnamo;265652;4
