Players;Values;POS;Team;ID;Num
Laszlo Deutsch;0,2;Left-Back;Puskas Akademia Fc;343093;99
Giorgi Kharaishvili;0,2;Midfield;Ferencvaros Budapest;250897;27
Mory Kone;0,2;Centre-Forward;Ujpest Fc;683572;98
Andreias Calcan;0,2;Left Winger;Mez%C5%91Kovesd Zsory Fc;244548;7
Matija Katanec;0,2;Centre-Back;Mez%C5%91Kovesd Zsory Fc;83659;32
Andras Simon;0,2;Centre-Forward;Gyirmot Fc Gy%C5%91R;50962;17
Alex Hrabina;0,2;Goalkeeper;Debreceni Vsc;164812;42
Janos Szepe;0,2;Centre-Back;Mtk Budapest;424062;15
Istvan Csirmaz;0,2;Right-Back;Puskas Akademia Fc;326000;7
Krisztian Simon;0,2;Right Winger;Ujpest Fc;110513;7
Daniel Zsori;0,2;Forward;Zalaegerszegi Te Fc;633055;7
Gino van Kessel;0,2;Right Winger;Gyirmot Fc Gy%C5%91R;224052;9
Zoltan Stieber;0,2;Midfield;Ujpest Fc;61591;-
Slobodan Simovic;0,2;Defensive Midfield;Kisvarda Fc;60490;45
Denis Granecny;0,2;Left-Back;Mez%C5%91Kovesd Zsory Fc;293351;18
Zoran Lesjak;0,2;Centre-Back;Zalaegerszegi Te Fc;59547;4
Preslav Borukov;0,2;Centre-Forward;Zalaegerszegi Te Fc;465848;-
Branko Pauljevic;0,2;Right-Back;Ujpest Fc;132779;49
Nikola Mitrovic;0,2;Central Midfield;Ujpest Fc;46962;22
Mark Kovacsreti;0,2;Left Winger;Mtk Budapest;542662;23
Krisztian Geresi;0,2;Left Winger;Puskas Akademia Fc;410136;-
Zsolt Haraszti;0,2;Right Winger;Mtk Budapest;150020;-
Emir Halilovic;0,2;Midfield;Zalaegerszegi Te Fc;135883;21
Luca Mack;0,2;Defensive Midfield;Ujpest Fc;363424;6
Mate Katona;0,2;Central Midfield;Ferencvaros Budapest;225930;-
Abdoulaye Diaby;0,2;Centre-Back;Ujpest Fc;543379;4
Istvan Kovacs;0,2;Midfield;Mol Fehervar Fc;121367;10
Martin Majnovics;0,175;Left-Back;Zalaegerszegi Te Fc;394609;-
Marton Gyurjan;0,175;Goalkeeper;Zalaegerszegi Te Fc;251134;95
Richard Jelena;0,175;Centre-Forward;Kisvarda Fc;344184;-
Sandor Vajda;0,175;Left-Back;Mez%C5%91Kovesd Zsory Fc;91385;77
Mihaly Nagy;0,175;Centre-Forward;Kisvarda Fc;201296;67
David Zimonyi;0,175;Centre-Forward;Zalaegerszegi Te Fc;733326;-
Nimrod Baranyai;0,175;Right-Back;Debreceni Vsc;941921;25
Edvard Rusak;0,175;Goalkeeper;Gyirmot Fc Gy%C5%91R;230955;12
Daniel Karacs;0,175;Centre-Back;Gyirmot Fc Gy%C5%91R;464402;-
Martin Major;0,175;Right-Back;Gyirmot Fc Gy%C5%91R;741007;15
Kristof Herjeczki;0,175;Right Winger;Gyirmot Fc Gy%C5%91R;344181;11
Daniel Vadnai;0,175;Left-Back;Mez%C5%91Kovesd Zsory Fc;101078;23
Adam Vass;0,15;Defensive Midfield;Gyirmot Fc Gy%C5%91R;49031;38
Dominik Soltesz;0,15;Midfield;Debreceni Vsc;539638;70
Viktor Csorgo;0,15;Centre-Back;Gyirmot Fc Gy%C5%91R;840908;67
Thierry Gale;0,15;Left Winger;Budapest Honved Fc;576125;34
Myke;0,15;Centre-Forward;Mtk Budapest;285468;9
Andras Harsfalvi;0,15;Goalkeeper;Gyirmot Fc Gy%C5%91R;335795;51
Marton Lorentz;0,15;Centre-Back;Paksi Fc;268742;-
Weslen Junior;0,15;Centre-Forward;Puskas Akademia Fc;690824;90
Balazs Bakti;0,15;Midfield;Puskas Akademia Fc;648899;67
Denes Szakaly;0,15;Midfield;Mtk Budapest;74345;24
Gergely Mim;0,15;Midfield;Puskas Akademia Fc;439350;-
Bence Varkonyi;0,15;Centre-Back;Mtk Budapest;712097;30
Bence Somodi;0,15;Goalkeeper;Mtk Budapest;84840;25
Norbert Heffler;0,15;Midfield;Gyirmot Fc Gy%C5%91R;110500;-
Tamas Rubus;0,15;Centre-Back;Kisvarda Fc;151532;33
Andras Huszti;0,15;Right-Back;Zalaegerszegi Te Fc;592925;17
Matyas Kovacs;0,15;Midfield;Mtk Budapest;720939;35
Andras Csonka;0,15;Defensive Midfield;Ferencvaros Budapest;451279;-
Adam Varga;0,15;Goalkeeper;Ferencvaros Budapest;342973;-
Benjamin Balazs;0,15;Right-Back;Mtk Budapest;103957;-
Tomas Kosicky;0,15;Goalkeeper;Debreceni Vsc;78496;86
Akos Baki;0,15;Centre-Back;Mez%C5%91Kovesd Zsory Fc;297475;-
Bence Bano-Szabo;0,15;Midfield;Budapest Honved Fc;513007;23
Adam Halmai;0,15;Right Winger;Zalaegerszegi Te Fc;626468;68
Dominik Csontos;0,15;Left-Back;Ferencvaros Budapest;710865;53
Akos Szendrei;0,15;Centre-Forward;Paksi Fc;699309;-
Agoston Kiss;0,15;Goalkeeper;Puskas Akademia Fc;501179;34
Lajos Bertus;0,15;Midfield;Paksi Fc;113384;-
James Weir;0,15;Central Midfield;Mtk Budapest;251058;7
Kamer Qaka;0,15;Central Midfield;Mez%C5%91Kovesd Zsory Fc;167821;92
Szabolcs Szalay;0,15;Centre-Forward;Zalaegerszegi Te Fc;543776;77
Patrick Ikenne-King;0,15;Right-Back;Mez%C5%91Kovesd Zsory Fc;229839;20
Cornel Ene;0,15;Centre-Back;Gyirmot Fc Gy%C5%91R;224170;4
Artem Odyntsov;0,15;Goalkeeper;Kisvarda Fc;799102;12
Bence Gundel-Takacs;0,15;Goalkeeper;Mol Fehervar Fc;428438;-
Marko Perkovic;0,15;Centre-Back;Mtk Budapest;207035;-
Mark Kosznovszky;0,125;Central Midfield;Mtk Budapest;543729;-
Erik Czerna;0,125;Midfield;Kisvarda Fc;914297;88
Bence Petho;0,125;Forward;Paksi Fc;450454;29
Andras Gosztonyi;0,125;Right Winger;Kisvarda Fc;100673;21
Balint Vogyicska;0,125;Central Midfield;Gyirmot Fc Gy%C5%91R;263384;-
Milan Majer;0,125;Left Winger;Budapest Honved Fc;204156;70
Charleston;0,125;Centre-Back;Debreceni Vsc;643278;96
Stefan Jevtoski;0,125;Defensive Midfield;Ujpest Fc;345714;45
Zsolt Kojnok;0,125;Right-Back;Mol Fehervar Fc;567992;-
Istvan Szatmari;0,125;Midfield;Gyirmot Fc Gy%C5%91R;225944;10
Erik Nemeth;0,125;Centre-Back;Zalaegerszegi Te Fc;613497;-
Adam Miknyoczki;0,125;Right Winger;Mtk Budapest;728332;34
David Hudak;0,125;Centre-Back;Gyirmot Fc Gy%C5%91R;232532;39
Botond Antal;0,125;Goalkeeper;Mez%C5%91Kovesd Zsory Fc;117369;1
Zoltan Derekas;0,125;Defensive Midfield;Mez%C5%91Kovesd Zsory Fc;508745;-
Patrik Posztobanyi;0,125;Midfield;Zalaegerszegi Te Fc;543779;71
Adam Pinter;0,125;Left Winger;Debreceni Vsc;653479;21
Daniel Milovanovikj;0,125;Right Winger;Zalaegerszegi Te Fc;426980;23
Kristof Toth-Gabor;0,125;Forward;Budapest Honved Fc;501175;-
Zsolt Mate;0,125;Centre-Back;Ujpest Fc;690774;-
Zalan Gera;0,1;Left Winger;Ferencvaros Budapest;841096;-
Vajk Gazdag;0,1;Central Midfield;Puskas Akademia Fc;715955;-
Norbert Kiss;0,1;Defensive Midfield;Puskas Akademia Fc;896270;5
Artem Nagirnyi;0,1;Left-Back;Puskas Akademia Fc;889270;-
Laszlo Lencse;0,1;Centre-Forward;Gyirmot Fc Gy%C5%91R;101067;-
Armin Pecsi;0,1;Goalkeeper;Puskas Akademia Fc;933215;-
Leandro;0,1;Centre-Back;Ferencvaros Budapest;18322;-
Gergo Szecsi;0,1;Goalkeeper;Ferencvaros Budapest;162875;-
Attila Bodnar;0,1;Midfield;Mez%C5%91Kovesd Zsory Fc;1015309;-
Andras Vagi;0,1;Right-Back;Mez%C5%91Kovesd Zsory Fc;113616;15
Yevgeniy Kichun;0,1;Left Winger;Puskas Akademia Fc;1008459;-
Hector Martinez;0,1;Centre-Back;Mez%C5%91Kovesd Zsory Fc;282415;-
Peter Bazsanyi;0,1;Goalkeeper;Mez%C5%91Kovesd Zsory Fc;951225;-
