team;league;league-id-tmarkt;league-instat;league-id-instat;teamid;url_sys
Ea Guingamp;Ligue-2;FR2;France.Ligue2;110;855;https://www.transfermarkt.com/Ea Guingamp/spielplan/verein/855/saison_id/2021/plus/1#ES1
Niort;Ligue-2;FR2;France.Ligue2;110;1161;https://www.transfermarkt.com/Chamois Niortais Fc/spielplan/verein/1161/saison_id/2021/plus/1#ES1
Fc Toulouse;Ligue-2;FR2;France.Ligue2;110;415;https://www.transfermarkt.com/Fc Toulouse/spielplan/verein/415/saison_id/2021/plus/1#ES1
Dijon Fco;Ligue-2;FR2;France.Ligue2;110;2969;https://www.transfermarkt.com/Dijon Fco/spielplan/verein/2969/saison_id/2021/plus/1#ES1
Gil Vicente Fc;Liga-Portugal;PO1;Portugal.PrimeiraLiga;28;2424;https://www.transfermarkt.com/Gil Vicente Fc/spielplan/verein/2424/saison_id/2021/plus/1#ES1
Cd Tondela;Liga-Portugal;PO1;Portugal.PrimeiraLiga;28;7179;https://www.transfermarkt.com/Cd Tondela/spielplan/verein/7179/saison_id/2021/plus/1#ES1
Fc Pacos De Ferreira;Liga-Portugal;PO1;Portugal.PrimeiraLiga;28;2995;https://www.transfermarkt.com/Fc Pacos De Ferreira/spielplan/verein/2995/saison_id/2021/plus/1#ES1
Fc Vizela;Liga-Portugal;PO1;Portugal.PrimeiraLiga;28;6912;https://www.transfermarkt.com/Fc Vizela/spielplan/verein/6912/saison_id/2021/plus/1#ES1
Boavista;Liga-Portugal;PO1;Portugal.PrimeiraLiga;28;2503;https://www.transfermarkt.com/Boavista Porto Fc/spielplan/verein/2503/saison_id/2021/plus/1#ES1
Belenenses Sad;Liga-Portugal;PO1;Portugal.PrimeiraLiga;28;2457;https://www.transfermarkt.com/Belenenses Sad/spielplan/verein/2457/saison_id/2021/plus/1#ES1
Vitoria Guimaraes Sc;Liga-Portugal;PO1;Portugal.PrimeiraLiga;28;2420;https://www.transfermarkt.com/Vitoria Guimaraes Sc/spielplan/verein/2420/saison_id/2021/plus/1#ES1
Fc Porto;Liga-Portugal;PO1;Portugal.PrimeiraLiga;28;720;https://www.transfermarkt.com/Fc Porto/spielplan/verein/720/saison_id/2021/plus/1#ES1
Moreirense Fc;Liga-Portugal;PO1;Portugal.PrimeiraLiga;28;979;https://www.transfermarkt.com/Moreirense Fc/spielplan/verein/979/saison_id/2021/plus/1#ES1
Sc Braga;Liga-Portugal;PO1;Portugal.PrimeiraLiga;28;1075;https://www.transfermarkt.com/Sc Braga/spielplan/verein/1075/saison_id/2021/plus/1#ES1
Benfica Lissabon;Liga-Portugal;PO1;Portugal.PrimeiraLiga;28;294;https://www.transfermarkt.com/Benfica Lissabon/spielplan/verein/294/saison_id/2021/plus/1#ES1
Fc Famalicao;Liga-Portugal;PO1;Portugal.PrimeiraLiga;28;3329;https://www.transfermarkt.com/Fc Famalicao/spielplan/verein/3329/saison_id/2021/plus/1#ES1
Cd Santa Clara;Liga-Portugal;PO1;Portugal.PrimeiraLiga;28;2423;https://www.transfermarkt.com/Cd Santa Clara/spielplan/verein/2423/saison_id/2021/plus/1#ES1
Portimonense Sc;Liga-Portugal;PO1;Portugal.PrimeiraLiga;28;7378;https://www.transfermarkt.com/Portimonense Sc/spielplan/verein/7378/saison_id/2021/plus/1#ES1
Sporting Lissabon;Liga-Portugal;PO1;Portugal.PrimeiraLiga;28;336;https://www.transfermarkt.com/Sporting Lissabon/spielplan/verein/336/saison_id/2021/plus/1#ES1
Gd Estoril Praia;Liga-Portugal;PO1;Portugal.PrimeiraLiga;28;1465;https://www.transfermarkt.com/Gd Estoril Praia/spielplan/verein/1465/saison_id/2021/plus/1#ES1
Cs Maritimo;Liga-Portugal;PO1;Portugal.PrimeiraLiga;28;1301;https://www.transfermarkt.com/Cs Maritimo/spielplan/verein/1301/saison_id/2021/plus/1#ES1
Fc Arouca;Liga-Portugal;PO1;Portugal.PrimeiraLiga;28;8024;https://www.transfermarkt.com/Fc Arouca/spielplan/verein/8024/saison_id/2021/plus/1#ES1
Rakow Czestochowa;Pko-Ekstraklasa;PL1;Poland.PKOBankPolskiEkstraklasa;85;9644;https://www.transfermarkt.com/Rakow Czestochowa/spielplan/verein/9644/saison_id/2021/plus/1#ES1
Pogon Stettin;Pko-Ekstraklasa;PL1;Poland.PKOBankPolskiEkstraklasa;85;324;https://www.transfermarkt.com/Pogon Stettin/spielplan/verein/324/saison_id/2021/plus/1#ES1
Gornik Leczna;Pko-Ekstraklasa;PL1;Poland.PKOBankPolskiEkstraklasa;85;3291;https://www.transfermarkt.com/Gornik Leczna/spielplan/verein/3291/saison_id/2021/plus/1#ES1
Piast Gliwice;Pko-Ekstraklasa;PL1;Poland.PKOBankPolskiEkstraklasa;85;6112;https://www.transfermarkt.com/Piast Gliwice/spielplan/verein/6112/saison_id/2021/plus/1#ES1
Warta Posen;Pko-Ekstraklasa;PL1;Poland.PKOBankPolskiEkstraklasa;85;7146;https://www.transfermarkt.com/Warta Posen/spielplan/verein/7146/saison_id/2021/plus/1#ES1
Lechia Gdansk;Pko-Ekstraklasa;PL1;Poland.PKOBankPolskiEkstraklasa;85;4000;https://www.transfermarkt.com/Lechia Gdansk/spielplan/verein/4000/saison_id/2021/plus/1#ES1
Legia Warschau;Pko-Ekstraklasa;PL1;Poland.PKOBankPolskiEkstraklasa;85;255;https://www.transfermarkt.com/Legia Warschau/spielplan/verein/255/saison_id/2021/plus/1#ES1
Wisla Krakau;Pko-Ekstraklasa;PL1;Poland.PKOBankPolskiEkstraklasa;85;422;https://www.transfermarkt.com/Wisla Krakau/spielplan/verein/422/saison_id/2021/plus/1#ES1
Zaglebie Lubin;Pko-Ekstraklasa;PL1;Poland.PKOBankPolskiEkstraklasa;85;168;https://www.transfermarkt.com/Zaglebie Lubin/spielplan/verein/168/saison_id/2021/plus/1#ES1
Jagiellonia Bialystok;Pko-Ekstraklasa;PL1;Poland.PKOBankPolskiEkstraklasa;85;2300;https://www.transfermarkt.com/Jagiellonia Bialystok/spielplan/verein/2300/saison_id/2021/plus/1#ES1
?l?sk Wroc?aw;Pko-Ekstraklasa;PL1;Poland.PKOBankPolskiEkstraklasa;85;759;https://www.transfermarkt.com/Slask Wroclaw/spielplan/verein/759/saison_id/2021/plus/1#ES1
Lech Posen;Pko-Ekstraklasa;PL1;Poland.PKOBankPolskiEkstraklasa;85;238;https://www.transfermarkt.com/Lech Posen/spielplan/verein/238/saison_id/2021/plus/1#ES1
Stal Mielec;Pko-Ekstraklasa;PL1;Poland.PKOBankPolskiEkstraklasa;85;22431;https://www.transfermarkt.com/Stal Mielec/spielplan/verein/22431/saison_id/2021/plus/1#ES1
Gornik Zabrze;Pko-Ekstraklasa;PL1;Poland.PKOBankPolskiEkstraklasa;85;428;https://www.transfermarkt.com/Gornik Zabrze/spielplan/verein/428/saison_id/2021/plus/1#ES1
Cracovia;Pko-Ekstraklasa;PL1;Poland.PKOBankPolskiEkstraklasa;85;5689;https://www.transfermarkt.com/Cracovia/spielplan/verein/5689/saison_id/2021/plus/1#ES1
Wisla Plock;Pko-Ekstraklasa;PL1;Poland.PKOBankPolskiEkstraklasa;85;2118;https://www.transfermarkt.com/Wisla Plock/spielplan/verein/2118/saison_id/2021/plus/1#ES1
Bruk Bet Termalica Nieciecza;Pko-Ekstraklasa;PL1;Poland.PKOBankPolskiEkstraklasa;85;15906;https://www.transfermarkt.com/Bruk Bet Termalica Nieciecza/spielplan/verein/15906/saison_id/2021/plus/1#ES1
Radomiak Radom;Pko-Ekstraklasa;PL1;Poland.PKOBankPolskiEkstraklasa;85;7154;https://www.transfermarkt.com/Radomiak Radom/spielplan/verein/7154/saison_id/2021/plus/1#ES1
Fk Partizan Belgrad;Super-Liga-Srbije;SER1;Serbia.SuperLiga;60;669;https://www.transfermarkt.com/Fk Partizan Belgrad/spielplan/verein/669/saison_id/2021/plus/1#ES1
Fk Cukaricki;Super-Liga-Srbije;SER1;Serbia.SuperLiga;60;6621;https://www.transfermarkt.com/Fk Cukaricki/spielplan/verein/6621/saison_id/2021/plus/1#ES1
Fk Mladost Lucani;Super-Liga-Srbije;SER1;Serbia.SuperLiga;60;6622;https://www.transfermarkt.com/Fk Mladost Lucani/spielplan/verein/6622/saison_id/2021/plus/1#ES1
Fk Radnicki Nis;Super-Liga-Srbije;SER1;Serbia.SuperLiga;60;7567;https://www.transfermarkt.com/Fk Radnicki Nis/spielplan/verein/7567/saison_id/2021/plus/1#ES1
Fk Proleter Novi Sad;Super-Liga-Srbije;SER1;Serbia.SuperLiga;60;19488;https://www.transfermarkt.com/Fk Proleter Novi Sad/spielplan/verein/19488/saison_id/2021/plus/1#ES1
Fk Radnicki 1923 Kragujevac;Super-Liga-Srbije;SER1;Serbia.SuperLiga;60;4645;https://www.transfermarkt.com/Fk Radnicki 1923 Kragujevac/spielplan/verein/4645/saison_id/2021/plus/1#ES1
Fk Vojvodina Novi Sad;Super-Liga-Srbije;SER1;Serbia.SuperLiga;60;448;https://www.transfermarkt.com/Fk Vojvodina Novi Sad/spielplan/verein/448/saison_id/2021/plus/1#ES1
Fk Kolubara Lazarevac;Super-Liga-Srbije;SER1;Serbia.SuperLiga;60;12514;https://www.transfermarkt.com/Fk Kolubara Lazarevac/spielplan/verein/12514/saison_id/2021/plus/1#ES1
Fk Tsc Backa Topola;Super-Liga-Srbije;SER1;Serbia.SuperLiga;60;3137;https://www.transfermarkt.com/Fk Tsc Backa Topola/spielplan/verein/3137/saison_id/2021/plus/1#ES1
Fk Metalac Gornji Milanovac;Super-Liga-Srbije;SER1;Serbia.SuperLiga;60;12135;https://www.transfermarkt.com/Fk Metalac Gornji Milanovac/spielplan/verein/12135/saison_id/2021/plus/1#ES1
Fk Vozdovac;Super-Liga-Srbije;SER1;Serbia.SuperLiga;60;4634;https://www.transfermarkt.com/Fk Vozdovac/spielplan/verein/4634/saison_id/2021/plus/1#ES1
Fk Novi Pazar;Super-Liga-Srbije;SER1;Serbia.SuperLiga;60;4633;https://www.transfermarkt.com/Fk Novi Pazar/spielplan/verein/4633/saison_id/2021/plus/1#ES1
Fk Napredak Krusevac;Super-Liga-Srbije;SER1;Serbia.SuperLiga;60;788;https://www.transfermarkt.com/Fk Napredak Krusevac/spielplan/verein/788/saison_id/2021/plus/1#ES1
Roter Stern Belgrad;Super-Liga-Srbije;SER1;Serbia.SuperLiga;60;159;https://www.transfermarkt.com/Roter Stern Belgrad/spielplan/verein/159/saison_id/2021/plus/1#ES1
Fk Spartak Subotica;Super-Liga-Srbije;SER1;Serbia.SuperLiga;60;15276;https://www.transfermarkt.com/Fk Spartak Subotica/spielplan/verein/15276/saison_id/2021/plus/1#ES1
Fk Radnik Surdulica;Super-Liga-Srbije;SER1;Serbia.SuperLiga;60;33328;https://www.transfermarkt.com/Fk Radnik Surdulica/spielplan/verein/33328/saison_id/2021/plus/1#ES1
Nk Domzale;Prva-Liga;SL1;Slovenia.1.SNL;97;6248;https://www.transfermarkt.com/Nk Domzale/spielplan/verein/6248/saison_id/2021/plus/1#ES1
Nk Celje;Prva-Liga;SL1;Slovenia.1.SNL;97;710;https://www.transfermarkt.com/Nk Celje/spielplan/verein/710/saison_id/2021/plus/1#ES1
Nk Radomlje;Prva-Liga;SL1;Slovenia.1.SNL;97;21460;https://www.transfermarkt.com/Nk Radomlje/spielplan/verein/21460/saison_id/2021/plus/1#ES1
Nk Bravo;Prva-Liga;SL1;Slovenia.1.SNL;97;26985;https://www.transfermarkt.com/Nk Bravo/spielplan/verein/26985/saison_id/2021/plus/1#ES1
Nk Tabor Sezana;Prva-Liga;SL1;Slovenia.1.SNL;97;20656;https://www.transfermarkt.com/Nk Tabor Sezana/spielplan/verein/20656/saison_id/2021/plus/1#ES1
Fc Koper;Prva-Liga;SL1;Slovenia.1.SNL;97;433;https://www.transfermarkt.com/Fc Koper/spielplan/verein/433/saison_id/2021/plus/1#ES1
Ns Mura;Prva-Liga;SL1;Slovenia.1.SNL;97;4059;https://www.transfermarkt.com/Ns Mura/spielplan/verein/4059/saison_id/2021/plus/1#ES1
Nk Olimpija Ljubljana;Prva-Liga;SL1;Slovenia.1.SNL;97;4772;https://www.transfermarkt.com/Nk Olimpija Ljubljana/spielplan/verein/4772/saison_id/2021/plus/1#ES1
Nk Aluminij Kidricevo;Prva-Liga;SL1;Slovenia.1.SNL;97;11033;https://www.transfermarkt.com/Nk Aluminij Kidricevo/spielplan/verein/11033/saison_id/2021/plus/1#ES1
Nk Maribor;Prva-Liga;SL1;Slovenia.1.SNL;97;790;https://www.transfermarkt.com/Nk Maribor/spielplan/verein/790/saison_id/2021/plus/1#ES1
Ud Almeria;Laliga2;ES2;Spain.SegundaDivision;109;3302;https://www.transfermarkt.com/Ud Almeria/spielplan/verein/3302/saison_id/2021/plus/1#ES1
Fc Malaga;Laliga2;ES2;Spain.SegundaDivision;109;1084;https://www.transfermarkt.com/Fc Malaga/spielplan/verein/1084/saison_id/2021/plus/1#ES1
Ad Alcorcon;Laliga2;ES2;Spain.SegundaDivision;109;11596;https://www.transfermarkt.com/Ad Alcorcon/spielplan/verein/11596/saison_id/2021/plus/1#ES1
Sd Eibar;Laliga2;ES2;Spain.SegundaDivision;109;1533;https://www.transfermarkt.com/Sd Eibar/spielplan/verein/1533/saison_id/2021/plus/1#ES1
Cd Lugo;Laliga2;ES2;Spain.SegundaDivision;109;11000;https://www.transfermarkt.com/Cd Lugo/spielplan/verein/11000/saison_id/2021/plus/1#ES1
Sporting Gijon;Laliga2;ES2;Spain.SegundaDivision;109;2448;https://www.transfermarkt.com/Sporting Gijon/spielplan/verein/2448/saison_id/2021/plus/1#ES1
Sd Ponferradina;Laliga2;ES2;Spain.SegundaDivision;109;4032;https://www.transfermarkt.com/Sd Ponferradina/spielplan/verein/4032/saison_id/2021/plus/1#ES1
Real Oviedo;Laliga2;ES2;Spain.SegundaDivision;109;2497;https://www.transfermarkt.com/Real Oviedo/spielplan/verein/2497/saison_id/2021/plus/1#ES1
Sd Huesca;Laliga2;ES2;Spain.SegundaDivision;109;5358;https://www.transfermarkt.com/Sd Huesca/spielplan/verein/5358/saison_id/2021/plus/1#ES1
Fc Fuenlabrada;Laliga2;ES2;Spain.SegundaDivision;109;16486;https://www.transfermarkt.com/Fc Fuenlabrada/spielplan/verein/16486/saison_id/2021/plus/1#ES1
Cd Mirandes;Laliga2;ES2;Spain.SegundaDivision;109;13222;https://www.transfermarkt.com/Cd Mirandes/spielplan/verein/13222/saison_id/2021/plus/1#ES1
Cd Leganes;Laliga2;ES2;Spain.SegundaDivision;109;1244;https://www.transfermarkt.com/Cd Leganes/spielplan/verein/1244/saison_id/2021/plus/1#ES1
Real Valladolid;Laliga2;ES2;Spain.SegundaDivision;109;366;https://www.transfermarkt.com/Real Valladolid/spielplan/verein/366/saison_id/2021/plus/1#ES1
Burgos Cf;Laliga2;ES2;Spain.SegundaDivision;109;1536;https://www.transfermarkt.com/Burgos Cf/spielplan/verein/1536/saison_id/2021/plus/1#ES1
Ud Las Palmas;Laliga2;ES2;Spain.SegundaDivision;109;472;https://www.transfermarkt.com/Ud Las Palmas/spielplan/verein/472/saison_id/2021/plus/1#ES1
Sd Amorebieta;Laliga2;ES2;Spain.SegundaDivision;109;16575;https://www.transfermarkt.com/Sd Amorebieta/spielplan/verein/16575/saison_id/2021/plus/1#ES1
Real Sociedad B;Laliga2;ES2;Spain.SegundaDivision;109;9899;https://www.transfermarkt.com/Real Sociedad B/spielplan/verein/9899/saison_id/2021/plus/1#ES1
Cd Teneriffa;Laliga2;ES2;Spain.SegundaDivision;109;648;https://www.transfermarkt.com/Cd Teneriffa/spielplan/verein/648/saison_id/2021/plus/1#ES1
Real Saragossa;Laliga2;ES2;Spain.SegundaDivision;109;142;https://www.transfermarkt.com/Real Saragossa/spielplan/verein/142/saison_id/2021/plus/1#ES1
Fc Girona;Laliga2;ES2;Spain.SegundaDivision;109;12321;https://www.transfermarkt.com/Fc Girona/spielplan/verein/12321/saison_id/2021/plus/1#ES1
Fc Cartagena;Laliga2;ES2;Spain.SegundaDivision;109;7077;https://www.transfermarkt.com/Fc Cartagena/spielplan/verein/7077/saison_id/2021/plus/1#ES1
Ud Ibiza;Laliga2;ES2;Spain.SegundaDivision;109;13241;https://www.transfermarkt.com/Ud Ibiza/spielplan/verein/13241/saison_id/2021/plus/1#ES1
Galatasaray Istanbul;Super-Lig;TR1;Turkey.SuperLig;35;141;https://www.transfermarkt.com/Galatasaray Istanbul/spielplan/verein/141/saison_id/2021/plus/1#ES1
Goztepe;Super-Lig;TR1;Turkey.SuperLig;35;1467;https://www.transfermarkt.com/Goztepe/spielplan/verein/1467/saison_id/2021/plus/1#ES1
Yeni Malatyaspor;Super-Lig;TR1;Turkey.SuperLig;35;19789;https://www.transfermarkt.com/Yeni Malatyaspor/spielplan/verein/19789/saison_id/2021/plus/1#ES1
Istanbul Basaksehir Fk;Super-Lig;TR1;Turkey.SuperLig;35;6890;https://www.transfermarkt.com/Istanbul Basaksehir Fk/spielplan/verein/6890/saison_id/2021/plus/1#ES1
Hatayspor;Super-Lig;TR1;Turkey.SuperLig;35;7775;https://www.transfermarkt.com/Hatayspor/spielplan/verein/7775/saison_id/2021/plus/1#ES1
Fenerbahce Istanbul;Super-Lig;TR1;Turkey.SuperLig;35;36;https://www.transfermarkt.com/Fenerbahce Istanbul/spielplan/verein/36/saison_id/2021/plus/1#ES1
Kayserispor;Super-Lig;TR1;Turkey.SuperLig;35;3205;https://www.transfermarkt.com/Kayserispor/spielplan/verein/3205/saison_id/2021/plus/1#ES1
Gaziantep Fk;Super-Lig;TR1;Turkey.SuperLig;35;2832;https://www.transfermarkt.com/Gaziantep Fk/spielplan/verein/2832/saison_id/2021/plus/1#ES1
Besiktas Istanbul;Super-Lig;TR1;Turkey.SuperLig;35;114;https://www.transfermarkt.com/Besiktas Istanbul/spielplan/verein/114/saison_id/2021/plus/1#ES1
Alanyaspor;Super-Lig;TR1;Turkey.SuperLig;35;11282;https://www.transfermarkt.com/Alanyaspor/spielplan/verein/11282/saison_id/2021/plus/1#ES1
Kasimpasa;Super-Lig;TR1;Turkey.SuperLig;35;10484;https://www.transfermarkt.com/Kasimpasa/spielplan/verein/10484/saison_id/2021/plus/1#ES1
Fatih Karagumruk;Super-Lig;TR1;Turkey.SuperLig;35;6646;https://www.transfermarkt.com/Fatih Karagumruk/spielplan/verein/6646/saison_id/2021/plus/1#ES1
Altay Sk;Super-Lig;TR1;Turkey.SuperLig;35;2375;https://www.transfermarkt.com/Altay Sk/spielplan/verein/2375/saison_id/2021/plus/1#ES1
Adana Demirspor;Super-Lig;TR1;Turkey.SuperLig;35;3840;https://www.transfermarkt.com/Adana Demirspor/spielplan/verein/3840/saison_id/2021/plus/1#ES1
Antalyaspor;Super-Lig;TR1;Turkey.SuperLig;35;589;https://www.transfermarkt.com/Antalyaspor/spielplan/verein/589/saison_id/2021/plus/1#ES1
Giresunspor;Super-Lig;TR1;Turkey.SuperLig;35;11688;https://www.transfermarkt.com/Giresunspor/spielplan/verein/11688/saison_id/2021/plus/1#ES1
Konyaspor;Super-Lig;TR1;Turkey.SuperLig;35;2293;https://www.transfermarkt.com/Konyaspor/spielplan/verein/2293/saison_id/2021/plus/1#ES1
Caykur Rizespor;Super-Lig;TR1;Turkey.SuperLig;35;126;https://www.transfermarkt.com/Caykur Rizespor/spielplan/verein/126/saison_id/2021/plus/1#ES1
Trabzonspor;Super-Lig;TR1;Turkey.SuperLig;35;449;https://www.transfermarkt.com/Trabzonspor/spielplan/verein/449/saison_id/2021/plus/1#ES1
Sivasspor;Super-Lig;TR1;Turkey.SuperLig;35;2381;https://www.transfermarkt.com/Sivasspor/spielplan/verein/2381/saison_id/2021/plus/1#ES1
Club Atletico Independiente;Professional-Football-League;AR1N;Argentina.PrimeraDivision;93;1234;https://www.transfermarkt.com/Club Atletico Independiente/spielplan/verein/1234/saison_id/2021/plus/1#ES1
Arsenal Futbol Club;Professional-Football-League;AR1N;Argentina.PrimeraDivision;93;4673;https://www.transfermarkt.com/Arsenal Futbol Club/spielplan/verein/4673/saison_id/2021/plus/1#ES1
Club Atletico Platense;Professional-Football-League;AR1N;Argentina.PrimeraDivision;93;928;https://www.transfermarkt.com/Club Atletico Platense/spielplan/verein/928/saison_id/2021/plus/1#ES1
Club Atletico Tigre;Professional-Football-League;AR1N;Argentina.PrimeraDivision;93;11831;https://www.transfermarkt.com/Club Atletico Tigre/spielplan/verein/11831/saison_id/2021/plus/1#ES1
Argentinos Juniors;Professional-Football-League;AR1N;Argentina.PrimeraDivision;93;1030;https://www.transfermarkt.com/Argentinos Juniors/spielplan/verein/1030/saison_id/2021/plus/1#ES1
Club Atletico Barracas Central;Professional-Football-League;AR1N;Argentina.PrimeraDivision;93;25184;https://www.transfermarkt.com/Club Atletico Barracas Central/spielplan/verein/25184/saison_id/2021/plus/1#ES1
Club Atletico Central Cordoba Sde ;Professional-Football-League;AR1N;Argentina.PrimeraDivision;93;31284;https://www.transfermarkt.com/Club Atletico Central Cordoba Sde /spielplan/verein/31284/saison_id/2021/plus/1#ES1
Club De Gimnasia Y Esgrima La Plata;Professional-Football-League;AR1N;Argentina.PrimeraDivision;93;1106;https://www.transfermarkt.com/Club De Gimnasia Y Esgrima La Plata/spielplan/verein/1106/saison_id/2021/plus/1#ES1
Club Atletico Boca Juniors;Professional-Football-League;AR1N;Argentina.PrimeraDivision;93;189;https://www.transfermarkt.com/Club Atletico Boca Juniors/spielplan/verein/189/saison_id/2021/plus/1#ES1
Club Atletico Tucuman;Professional-Football-League;AR1N;Argentina.PrimeraDivision;93;14554;https://www.transfermarkt.com/Club Atletico Tucuman/spielplan/verein/14554/saison_id/2021/plus/1#ES1
CA Huracan;Professional-Football-League;AR1N;Argentina.PrimeraDivision;93;2063;https://www.transfermarkt.com/Club Atletico Huracan/spielplan/verein/2063/saison_id/2021/plus/1#ES1
Club Estudiantes De La Plata;Professional-Football-League;AR1N;Argentina.PrimeraDivision;93;288;https://www.transfermarkt.com/Club Estudiantes De La Plata/spielplan/verein/288/saison_id/2021/plus/1#ES1
Racing Club;Professional-Football-League;AR1N;Argentina.PrimeraDivision;93;1444;https://www.transfermarkt.com/Racing Club/spielplan/verein/1444/saison_id/2021/plus/1#ES1
Club Atletico Sarmiento Junin ;Professional-Football-League;AR1N;Argentina.PrimeraDivision;93;12454;https://www.transfermarkt.com/Club Atletico Sarmiento Junin /spielplan/verein/12454/saison_id/2021/plus/1#ES1
Club Atletico Aldosivi;Professional-Football-League;AR1N;Argentina.PrimeraDivision;93;12301;https://www.transfermarkt.com/Club Atletico Aldosivi/spielplan/verein/12301/saison_id/2021/plus/1#ES1
Club Atletico Patronato;Professional-Football-League;AR1N;Argentina.PrimeraDivision;93;19806;https://www.transfermarkt.com/Club Atletico Patronato/spielplan/verein/19806/saison_id/2021/plus/1#ES1
Club Atletico Lanus;Professional-Football-League;AR1N;Argentina.PrimeraDivision;93;333;https://www.transfermarkt.com/Club Atletico Lanus/spielplan/verein/333/saison_id/2021/plus/1#ES1
Club Deportivo Godoy Cruz Antonio Tomba;Professional-Football-League;AR1N;Argentina.PrimeraDivision;93;12574;https://www.transfermarkt.com/Club Deportivo Godoy Cruz Antonio Tomba/spielplan/verein/12574/saison_id/2021/plus/1#ES1
Club Atletico Banfield;Professional-Football-League;AR1N;Argentina.PrimeraDivision;93;830;https://www.transfermarkt.com/Club Atletico Banfield/spielplan/verein/830/saison_id/2021/plus/1#ES1
Club Atletico Velez Sarsfield;Professional-Football-League;AR1N;Argentina.PrimeraDivision;93;1029;https://www.transfermarkt.com/Club Atletico Velez Sarsfield/spielplan/verein/1029/saison_id/2021/plus/1#ES1
Defensa Y Justicia;Professional-Football-League;AR1N;Argentina.PrimeraDivision;93;2402;https://www.transfermarkt.com/Defensa Y Justicia/spielplan/verein/2402/saison_id/2021/plus/1#ES1
Club Atletico Rosario Central;Professional-Football-League;AR1N;Argentina.PrimeraDivision;93;1418;https://www.transfermarkt.com/Club Atletico Rosario Central/spielplan/verein/1418/saison_id/2021/plus/1#ES1
Club Atletico San Lorenzo De Almagro;Professional-Football-League;AR1N;Argentina.PrimeraDivision;93;1775;https://www.transfermarkt.com/Club Atletico San Lorenzo De Almagro/spielplan/verein/1775/saison_id/2021/plus/1#ES1
Talleres de Cordoba;Professional-Football-League;AR1N;Argentina.PrimeraDivision;93;3938;https://www.transfermarkt.com/Club Atletico Talleres/spielplan/verein/3938/saison_id/2021/plus/1#ES1
CA Colon;Professional-Football-League;AR1N;Argentina.PrimeraDivision;93;1070;https://www.transfermarkt.com/Club Atletico Colon/spielplan/verein/1070/saison_id/2021/plus/1#ES1
Club Atletico Union;Professional-Football-League;AR1N;Argentina.PrimeraDivision;93;7097;https://www.transfermarkt.com/Club Atletico Union/spielplan/verein/7097/saison_id/2021/plus/1#ES1
Club Atletico River Plate;Professional-Football-League;AR1N;Argentina.PrimeraDivision;93;209;https://www.transfermarkt.com/Club Atletico River Plate/spielplan/verein/209/saison_id/2021/plus/1#ES1
CA Newell's Old Boys;Professional-Football-League;AR1N;Argentina.PrimeraDivision;93;1286;https://www.transfermarkt.com/Club Atletico Newells Old Boys/spielplan/verein/1286/saison_id/2021/plus/1#ES1
Wolfsberger Ac;Bundesliga-A1;A1;Austria.Bundesliga;43;4441;https://www.transfermarkt.com/Wolfsberger Ac/spielplan/verein/4441/saison_id/2021/plus/1#ES1
Wsg Tirol;Bundesliga-A1;A1;Austria.Bundesliga;43;2446;https://www.transfermarkt.com/Wsg Tirol/spielplan/verein/2446/saison_id/2021/plus/1#ES1
Lask;Bundesliga-A1;A1;Austria.Bundesliga;43;413;https://www.transfermarkt.com/Lask/spielplan/verein/413/saison_id/2021/plus/1#ES1
Tsv Hartberg;Bundesliga-A1;A1;Austria.Bundesliga;43;4467;https://www.transfermarkt.com/Tsv Hartberg/spielplan/verein/4467/saison_id/2021/plus/1#ES1
Sk Rapid Wien;Bundesliga-A1;A1;Austria.Bundesliga;43;170;https://www.transfermarkt.com/Sk Rapid Wien/spielplan/verein/170/saison_id/2021/plus/1#ES1
Fc Admira Wacker Modling;Bundesliga-A1;A1;Austria.Bundesliga;43;503;https://www.transfermarkt.com/Fc Admira Wacker Modling/spielplan/verein/503/saison_id/2021/plus/1#ES1
Sv Ried;Bundesliga-A1;A1;Austria.Bundesliga;43;266;https://www.transfermarkt.com/Sv Ried/spielplan/verein/266/saison_id/2021/plus/1#ES1
Sk Sturm Graz;Bundesliga-A1;A1;Austria.Bundesliga;43;122;https://www.transfermarkt.com/Sk Sturm Graz/spielplan/verein/122/saison_id/2021/plus/1#ES1
Scr Altach;Bundesliga-A1;A1;Austria.Bundesliga;43;3551;https://www.transfermarkt.com/Scr Altach/spielplan/verein/3551/saison_id/2021/plus/1#ES1
Sk Austria Klagenfurt;Bundesliga-A1;A1;Austria.Bundesliga;43;28760;https://www.transfermarkt.com/Sk Austria Klagenfurt/spielplan/verein/28760/saison_id/2021/plus/1#ES1
Fk Austria Wien;Bundesliga-A1;A1;Austria.Bundesliga;43;14;https://www.transfermarkt.com/Fk Austria Wien/spielplan/verein/14/saison_id/2021/plus/1#ES1
Red Bull Salzburg;Bundesliga-A1;A1;Austria.Bundesliga;43;409;https://www.transfermarkt.com/Red Bull Salzburg/spielplan/verein/409/saison_id/2021/plus/1#ES1
Ceara Sporting Club;Campeonato-Brasileiro-Serie-A;BRA1;Brazil.BrasileiroSerieA;42;2029;https://www.transfermarkt.com/Ceara Sporting Club/spielplan/verein/2029/saison_id/2021/plus/1#ES1
